118,"[['START', '2', '\\langle', '\\triangle', '\\perp', '{', '\\vec', '{', 'H', '}', '}', '{', '\\vec', '{', 'H', '}', '}', '\\rangle', '+', '2', '\\nabla', '\\perp', '{', '\\vec', '{', 'H', '}', '}', '2'], ['START', '2', '\\langle', '{', '\\vec', '{', 'H', '}', '}', '-', 'P', '{', 'i', 'k', '}', 'A', '{', 'i', 'k', '}', '+', '\\theta', 'k', '\\nabla', 'k', '\\perp', '{', '\\vec', '{', 'H', '}', '}', '{', '\\vec', '{', 'H', '}', '}', '\\rangle', '+', '2', '\\nabla', '\\perp', '{', '\\vec', '{', 'H', '}', '}', '2']]"
122,"[['START', 'a', '\\hat', '{', 'x', '}', '(', 't', ')', '+', 'K', '(', 't', ')', 'y', '(', 't', ')', '\\n', '\\check', '{', 'x', '}', '(', 't', '+', '1', ')'], ['START', 'a', 'N', '(', 'P', '+', 'N', ')', '{', '-', '1', '}', '\\check', '{', 'x', '}', '(', 't', ')', '+', 'x', '(', 't', '+', '1', ')', '-', 'a', 'x', '(', 't', ')', '\\n', '+', 'a', '\\bar', '{', '\\sigma', '}', 't', '2', '(', '\\bar', '{', '\\sigma', '}', 't', '2', '+', 'N', '\\textup', '{', 'f', '}', ')', '{', '-', '1', '}', '(', 'x', '(', 't', ')', '-', '\\check', '{', 'x', '}', '(', 't', ')', '-', 'y', '\\textup', '{', 'f', '}', '(', 't', ')', ')', 'z', '(', 't', ')'], ['START', '\\frac', '{', '\\sqrt', '{', 'P', '}', '}', '{', '\\sigma', 't', '}', '\\check', '{', 'x', '}', '(', 't', ')', '\\n', '\\end', '{', 'a', 'l', 'i', 'g', 'n', 'e', 'd', '}']]"
128,"[['START', '\\Sigma', '{', 'j', 'k', '}', '(', 'p', ')', '-', '\\varphi', '{', 'l', '}', '(', '\\Lambda', '{', 'l', 'j', 'k', '}', '{', '(', '3', ')', '}', '(', 'p', ')', '-', '\\Gamma', '{', 'l', 'j', 'k', '}', '{', '(', '3', ')', '}', ')', '\\n'], ['START', '\\Sigma', '{', 'j', 'k', '}', '-', '\\vec', '{', '\\varphi', '}', '{', '2', '}', '{', '3', '\\lambda', '+', '\\Lambda', '{', '2', '}', '{', '(', '3', ')', '}', '(', 'p', ')', '+', '2', '\\Lambda', '{', '4', '}', '{', '(', '3', ')', '}', '(', 'p', ')', 'P', '{', '\\parallel', 'j', 'k', '}', '+', '\\lambda', '+', '\\Lambda', '{', '3', '}', '{', '(', '3', ')', '}', '(', 'p', ')', 'P', '{', '\\perp', 'j', 'k', '}', '}', '\\end', '{', 's', 'p', 'l', 'i', 't', '}']]"
129,"[['START', '\\lim', '{', 'n', '\\to', '\\infty', '}', '\\frac', '{', '\\log', '(', '\\rho', '{', '\\star', '}', '{', '\\lambda', '{', '\\textup', '{', '{', '\\textsf', '{', '{', 'U', 'C', '}', '}', '}', '}', '}', '}', '(', 'n', ')', ')', '}', '{', '\\log', '(', 'n', ')', '}'], ['START', '\\lim', '{', 'n', '\\to', '\\infty', '}', '\\frac', '{', '\\log', '(', '\\hat', '{', '\\rho', '}', '{', '\\star', '}', '{', '\\lambda', '{', '\\textup', '{', '{', '\\textsf', '{', '{', 'U', 'C', '}', '}', '}', '}', '}', '}', '(', 'n', ')', ')', '}', '{', '\\log', '(', 'n', ')', '}']]"
162,"[['START', '\\int', '\\limits', '{', '0', '}', '{', '\\beta', '0', '}', '{', '\\rm', 'd', '}', '\\beta', '\\beta', '\\alpha', '\\left', '\\frac', '{', '\\beta', '}', '{', '\\pi', '\\alpha', '}', '+', '\\frac', '1', '2', '+', '\\frac', '{', '\\pi', '\\alpha', '}', '{', '1', '2', '\\beta', '}', '\\right', '\\nI', '2'], ['START', '\\int', '\\limits', '{', '0', '}', '{', '\\beta', '0', '}', '{', '\\rm', 'd', '}', '\\beta', '\\beta', '\\alpha', '\\left', '\\frac', '{', '1', '}', '{', '1', '-', 'e', '{', '-', '\\pi', '\\alpha', '\\beta', '}', '}', '-', '\\frac', '{', '\\beta', '}', '{', '\\pi', '\\alpha', '}', '-', '\\frac', '1', '2', '-', '\\frac', '{', '\\pi', '\\alpha', '}', '{', '1', '2', '\\beta', '}', '\\right', '\\end', '{', 's', 'p', 'l', 'i', 't', '}']]"
163,"[['START', '\\pi', 'i', '\\frac', '{', '\\pi', 'W', '*', 'e', 'i', '}', '{', '\\pi', 'W', '*', '\\pi', '}'], ['START', '\\frac', '{', '\\pi', 'W', '*', 'e', 'i', 'e', 'i', '\\pi', '}', '{', '\\pi', 'W', '*', '\\pi', '}']]"
172,"[['START', '\\frac', '{', 'L', '{', '3', '2', '}', '}', '{', '1', '2', '\\pi', '}', '+', '\\frac', '{', '\\sqrt', '{', 'L', '}', '}', '{', '\\pi', '}'], ['STARTs', '\\sqrt', '{', 'b', '}', '\\textrm', '{', 'a', 'n', 'd', '}', 'R'], ['START', '\\frac', '{', '2', '\\pi', '}', '{', '\\sqrt', '{', 'L', '}', '}', '-', '\\frac', '{', '\\pi', '\\sqrt', '{', 'L', '}', '}', '{', '2', '}']]"
180,"[['START', '\\bigcup', '{', 'i', '\\in', 'I', '}', '\\Omega', 'i', '{', '\\mathcal', '{', 'X', '}', '}', '{', '\\dashrightarrow', '}', '{', '\\mathcal', '{', 'Y', '}', '}', '\\left', '(', '\\bigcup', '{', 'i', '\\in', 'I', '}', '\\Omega', 'i', '\\right', ')', '(', 'x', ')'], ['START', '\\bigcup', '{', 'i', '\\in', 'I', '}', '\\Omega', 'i', '(', 'x', ')', '\\text', '{', 'f', 'o', 'r', 'a', 'l', 'l', '}', 'x', '\\in', '{', '\\mathcal', '{', 'X', '}', '}']]"
182,"[['START', '\\textstyle', 'p', '0', '-', '1'], ['START', '\\frac', '{', '2', '\\delta', '}', '{', '\\delta', '+', '1', '}', '(', 'p', '-', '1', ')', '\\frac', '{', '1', '}', '{', 'p', '}'], ['START', '\\frac', '{', '1', '}', '{', '2', 'p', '0', '}', '+', '\\frac', '{', '1', '}', '{', '2', 'p', '1', '}']]"
185,"[['START', '\\frac', '{', '\\vec', '{', '\\eta', '}', '\\cdot', '\\vec', '{', '\\xi', '}', '+', '\\Omega', '\\vec', '{', '\\xi', '}', '\\cdot', '\\vec', '{', '\\xi', '}', '}', '{', '\\vec', '{', '\\eta', '}', '\\cdot', '\\vec', '{', '\\eta', '}', '+', '\\Omega', '\\vec', '{', '\\eta', '}', '\\cdot', '\\vec', '{', '\\xi', '}', '}'], ['START', '\\frac', '{', '{', '\\mathfrak', 'R', '}', '2', '\\Omega', '-', '\\omega', '}', '{', '\\Omega', '\\omega', '-', '1', '}']]"
186,"[['START', '2', '-', '\\frac', '{', '\\nu', '}', '{', 'z', '1', '}', '-', '\\frac', '{', '\\nu', '}', '{', 'z', '2', '}'], ['START', '1', '\\mbox', '{', 'w', 'i', 't', 'h', '}', '\\frac', '{', '\\nu', '}', '{', 'z', '3', '}', '\\geq', '1']]"
212,"[['START', '\\lim', '{', 'i', '\\to', '\\infty', '}', '\\int', '{', '-', 'L', '{', 'i', '\\pm', '}', '}', '{', 'L', '{', 'i', '\\pm', '}', '}', '\\int', '{', 'S', '1', '}', 'v', '{', 'i', '\\pm', '}', '*', '\\Theta', '*', 'd', '\\lambda'], ['START', '0', 'E', '\\Sigma', '(', 'v', '{', 'i', '\\pm', '}', ')', '\\leq', '2', '\\pi', '+', '\\delta']]"
213,"[['START', '\\frac', '{', '2', 'm', '(', '2', 'm', '-', '1', ')', '}', '{', 'm', '(', 'm', '+', '1', ')', '}', 'Y', '{', '0', '}', '(', 'm', '-', '1', ')'], ['START', '\\frac', '{', '(', '2', 'm', ')', '}', '{', 'm', '(', 'm', '+', '1', ')', '}']]"
214,"[['START', '\\left', '\\frac', '{', 'A', 'h', '{', 'v', '6', '}', '}', '{', 'A', 'h', '{', 'v', '0', '}', '}', '\\right', '{', 'v', '6', '}', '2'], ['START', '-', '(', 'G', 'N', 'M', '\\omega', ')', '2', '\\frac', '{', '2', '1', '4', '}', '{', '1', '0', '5', '}', '\\ln', '\\frac', '{', '\\omega', '2', '}', '{', '\\mu', '2', '}', '+', '\\ldots', '\\']]"
215,"[['START', '\\downarrow', '{', '{', '\\rho', '{', '\\vec', '{', 'y', '}', '\\vec', '{', 'x', '}', '}', '}', '{', '\\alpha', '}', '}', '(', '{', '{', '\\overline', '{', '\\exists', '}', '{', '\\vec', '{', 'y', '}', '}', '}', '{', '\\alpha', '}', '}', '(', '{', '{', 'S', 'H', '}', '{', '\\alpha', '}', '}', '{', '\\llbracket', '{', 'p', '(', '\\vec', '{', 'y', '}', ')', '}', '\\rrbracket', '}', ')', ')', 'w', 'h', 'e', 'r', 'e', 'p', '(', '\\vec', '{', 'y', '}', ')', '{', '\\leftarrow', '}', 'B', '\\in', 'P', '\\n', '{', '{', 'S', 'G', '}', '{', '\\alpha', '}', '}', '{', '\\llbracket', '{', 'G', '1', 'G', '2', '}', '\\rrbracket', '}'], ['START', '\\downarrow', '{', '{', '\\overline', '{', '\\exists', '}', '{', '\\vec', '{', 'y', '}', '}', '}', '{', '\\alpha', '}', '}', '(', '{', '{', 'S', 'G', '}', '{', '\\alpha', '}', '}', '{', '\\llbracket', '{', 'G', '1', '}', '\\rrbracket', '}', '\\vee', '{', '{', 'S', 'G', '}', '{', '\\alpha', '}', '}', '{', '\\llbracket', '{', 'G', '2', 'G', '3', '}', '\\rrbracket', '}', '\\vee', '{', '{', 'S', 'G', '}', '{', '\\alpha', '}', '}', '{', '\\llbracket', '{', 'G', '4', '}', '\\rrbracket', '}', ')', 'w', 'h', 'e', 'r', 'e', 'p', '(', '\\vec', '{', 'y', '}', ')', '{', '\\leftarrow', '}', 'B', '\\in', 'P', 'a', 'n', 'd', 'B']]"
217,"[['START', '\\frac', '{', '1', '}', '{', '1', '-', 't', 'e', '{', 'x', '}', '}'], ['START', '\\frac', '{', '1', '+', 't', 'e', '{', 'x', '}', '}', '{', '1', '-', 't', '{', '2', '}', 'e', '{', '2', 'x', '}', '}'], ['START', '\\frac', '{', '1', '}', '{', '1', '-', 't', '}', '+', '\\sum', '{', 'n', '=', '1', '}', '{', '\\infty', '}', '\\sum', '{', '\\pi', '\\in', '\\mathfrak', '{', 'S', '}', '{', 'n', '}', '}', '\\frac', '{', '(', '1', '+', 't', '{', '2', '}', ')', '{', 'n', '}', '}', '{', '2', '(', '1', '-', 't', '{', '2', '}', ')', '{', 'n', '-', '1', '}', '(', '1', '-', 't', ')', '{', '2', '}', '}', '\\left', '(', '\\frac', '{', '2', 't', '}', '{', '1', '+', 't', '{', '2', '}', '}', '\\right', ')', '{', '{', '\\operatorname', '{', 'u', 'd', 'r', '}', '}', '(', '\\pi', ')', '}', '\\frac', '{', 'x', '{', 'n', '}', '}', '{', 'n', '}']]"
222,"[['START', '-', '\\frac', '{', 'f', '2', '}', '{', 'Q', '2', '}', '\\simeq', '\\Pi', 'T', '{', 'V', '-', 'A', '}', '(', 'Q', '2', ')'], ['START', '\\left', '(', '\\frac', '{', 'F', '2', '}', '{', 'a', '}', '(', 'M', '{', 'A', '}', '2', '-', 'M', 'V', '2', ')', '-', 'f', '2', '\\right', ')', '\\frac', '{', '1', '}', '{', 'Q', '2', '}']]"
227,"[['START', '\\frac', '{', '2', 'k', '\\cdotQF', '\\pi', '(', 'Q', '2', ')', '}', '{', '(', 'k', '\\cdotQ', ')', '2', '-', '(', 'k', '\\cdotl', ')', '2', '}', 'f', '2', '{', 's', 'Q', 'E', 'D', '}'], ['START', '\\frac', '{', '-', '2', 'F', '\\pi', '(', 'Q', '2', ')', '}', '{', '(', 'k', '\\cdotQ', ')', '2', '-', '(', 'k', '\\cdotl', ')', '2', '}', '\\']]"
228,"[['START', '\\frac', '{', '\\kappa', '{', 'w', '\\kappa', '}', '\\exp', '(', '-', '\\kappa', ')', '}', '{', '(', 'w', '\\kappa', ')', '}', 'w'], ['START', '0', '\\frac', '{', '1', '}', '{', '\\kappa', '}', '\\frac', '{', '2', '}', '{', '\\kappa', '}', '\\frac', '{', '3', '}', '{', '\\kappa', '}', '\\dots']]"
230,"[['START', '\\int', '0', 'h', '\\rhodz'], ['START', '\\Sigma', '0', '+', '\\Sigma', '{', '}']]"
249,"[['START', '\\frac', '{', 'L', '{', '\\mathit', 'M', 'E', '}', '}', '{', 'D', '{', '\\mathit', 'M', 'M', '}', '}', '\\nabla', 'T', '\\'], ['START', '-', 'B', '\\frac', '{', '\\partial', '\\chi', '}', '{', '\\partial', 'T', '}', '\\nabla', 'T']]"
250,"[['START', '\\frac', '{', '\\delta', 'c', 's', '}', '{', 'c', 's', '}'], ['START', '\\frac', '{', 'c', '{', 's', '{', '\\rm', 'm', 'a', 'g', '}', '}', '-', 'c', '{', 's', '0', '}', '}', '{', 'c', '{', 's', '0', '}', '}']]"
257,"[['STARTE', '{', '0', '}', '-', '2', 'V', '\\cos', '\\phi', '{', 'm', 'i', 'n', '}', 'k', '\\'], ['STARTE', '{', '0', '}', '-', '2', 'V', '\\cos', '\\frac', '{', '\\pi', '(', 'k', '+', '1', '2', ')', '}', '{', 'N', '+', '1', '}', '\\']]"
277,"[['START', '\\Pi', '{', 'S', 'P', '}', '(', 'Q', '2', ')', '-', '\\frac', '3', '2', '\\Pi', '{', 'V', 'A', '}', '(', 'Q', '2', ')'], ['START', '\\frac', '{', '\\alpha', 's', '}', '{', '4', '\\pi', '}', '\\frac', '{', '\\langleG', '2', '\\rangle', '}', '{', 'Q', '2', '}', '+', '\\mathcal', '{', 'O', '}', '\\left', '(', '\\frac', '{', '1', '}', '{', 'Q', '4', '}', '\\right', ')']]"
282,"[['START', '8', '\\pi', '\\int', '0', '\\infty', '(', '1', '-', '\\eta', ')', 'b', 'd', 'b', '2', '\\sigma', '{', '\\rm', 'e', 'l', '}'], ['START', '8', '\\pi', '\\int', '0', '\\infty', '(', '1', '-', '\\eta', ')', '2', 'b', 'd', 'b', '4']]"
289,"[['START', '\\min', '{', 'L', 'S', '}', '\\frac', '{', '1', '}', '{', '2', '}', 'L', '+', 'S', '-', 'Y', 'F', '2', '+', '\\kappa', 'S', '1', '+', '\\lambda', 'L', '*'], ['START', '\\min', '{', 'L', '}', '\\rho', '{', '\\kappa', '}', '(', 'Y', '-', 'L', ')', '+', '\\lambda', 'L', '*']]"
302,"[['START', '-', '{', '1', '\\over', '(', '4', '\\pi', '{', '\\kappa', '}', '2', '{', '1', '1', '}', ')', '{', '1', '3', '}', '}', '\\int', '{', '\\mathbb', '{', 'R', '}', '{', '1', '0', '}', 'I', '}', 'G', '\\wedgeX', '7'], ['START', '-', '{', '1', '\\over', '2', '(', '4', '\\pi', '{', '\\kappa', '}', '2', '{', '1', '1', '}', ')', '{', '1', '3', '}', '}', '\\int', '{', '\\mathbb', '{', 'R', '}', '{', '1', '0', '}', 'S', '1', '}', 'G', '\\wedge', 'X', '7']]"
311,"[['START', '\\frac', '1', '2', 'J', '1', '(', 'h', ')', '+', 'I'], ['START', '\\frac', '1', '2', 'h', '2', '{', '\\Phi', '\\gamma', '}', '-', '\\frac', '1', '2', 'J', '2', '(', 'h', ')', '+', 'I', '\\']]"
318,"[['START', '\\frac', '{', '\\partial', '}', '{', '{', '\\partial', '}', 'r', '}', 'V', 'W', '{', '+', '}', '(', 'r', '\\rightarrow', 'r', '+', '{', '\\theta', '}', 'z', ')', '-', '\\frac', '{', '\\partial', '}', '{', '{', '\\partial', '}', 'r', '}', 'V', 'W', '{', '+', '}', '(', 'r', '\\rightarrow', 'r', '-', '{', '\\theta', '}', 'z', ')'], ['START', '-', '\\frac', '{', '4', '\\pi', 'q', '}', '{', 'r', '}', '{', '\\delta', '}', '(', '{', '\\theta', '}', '-', '{', '\\theta', '}', ')', '{', '\\delta', '}', '(', 'z', '-', 'z', ')', '\\']]"
337,"[['START', '\\sum', '{', 'a', '\\in', 'A', '-', 'k', '}', '\\int', '{', 'X', '{', '-', '1', '}', '{', '{', '\\cal', 'O', '}', '}', '}', '\\frac', '{', 'd', '\\mu', '(', 'g', ')', '}', '{', 'a', '+', 'g', '2', '\\infty', '}'], ['START', '\\sum', '{', 'a', '\\in', 'A', '-', 'k', '}', '\\frac', '{', '1', '}', '{', 'a', '2', '\\infty', '}', '\\mu', '(', 'X', '{', '-', '1', '}', '{', '{', '\\cal', 'O', '}', '}', ')', '\\']]"
339,"[['START', '\\frac', '{', 'u', '-', 's', '{', '-', '1', '}', '}', '{', 'u', 's', '-', '1', '}', 'w', '2'], ['START', '\\frac', '{', 'u', '-', 's', '}', '{', 'u', 's', '-', '1', '}', 'w', '4'], ['START', '\\frac', '{', 'u', 's', '{', '-', '1', '}', '-', '1', '}', '{', 'u', 's', '-', '1', '}', 'w', '5'], ['START', '\\frac', '{', '(', 's', '2', '-', '1', ')', 'u', '}', '{', 'u', 's', '-', '1', '}', 'w', '6'], ['START', '\\frac', '{', '1', '-', 's', '{', '-', '2', '}', '}', '{', 'u', 's', '-', '1', '}', '\\end', '{', 's', 'p', 'l', 'i', 't', '}']]"
345,"[['START', '\\frac', '{', 'd', 'w', 'b', '}', '{', 'd', '\\omega', '}'], ['START', '\\frac', '{', '4', '\\alpha', '}', '{', '\\omega', '(', '2', '\\pi', ')', '2', '}', '\\int', '{', '}', '{', '}', '\\left', '0', 'r', '1', 'M', '+', 'r', '2', '{', '\\bfp', '}', 'M', '{', '\\bfp', '}', '0', '\\right', 'd', '2', 'p']]"
358,"[['START', '{', '{', '\\boldsymbol', '{', '{', 'Q', '}', '}', '}', '}', '(', 't', ')', '+', '{', '{', '\\boldsymbol', '{', '{', '\\xi', '}', '}', '}', '}', 'Q', '\\hat', '{', '{', '{', '\\boldsymbol', '{', '{', 'E', '}', '}', '}', '}', '}', '(', 't', ')'], ['START', '{', '{', '\\boldsymbol', '{', '{', 'E', '}', '}', '}', '}', '(', 't', ')', '+', '{', '{', '\\boldsymbol', '{', '{', '\\xi', '}', '}', '}', '}', 'E']]"
370,"[['START', '\\int', '{', '\\rm', 'd', '}', '\\hat', '{', '\\bf', 'x', '}', '\\big', 'Y', '{', '\\ell', 'x', '}', '(', '\\hat', '{', '\\bf', 'x', '}', ')', 'S', '{', 'x', '}', '\\big', '\\dag', '{', 'j', 'x', 'm', 'x', '}', '(', '{', '\\bm', '\\sigma', '}', '2', '+', '{', '\\bm', '\\sigma', '}', '3', ')', '\\cdot', '\\hat', '{', '\\bf', 'x', '}', '\\big', 'Y', '{', '\\ell', 'x', '\\prime', '}', '(', '\\hat', '{', '\\bf', 'x', '}', ')', 'S', '{', 'x', '}', '\\prime', '\\big', '{', 'j', 'x', 'm', 'x', '}'], ['START', '-', '2', '\\sqrt', '{', '\\frac', '{', 'j', 'x', '+', '1', '2', '\\pm', '1', '2', '}', '{', '2', 'j', 'x', '+', '1', '}', '}', '\\delta', '{', '\\ell', 'x', 'j', 'x', '}', '\\delta', '{', 'S', 'x', '1', '}', '\\delta', '{', 'S', '\\prime', 'x', '1', '}', '\\delta', '{', '\\ell', 'x', '\\prime', 'j', 'x', '\\mp', '1', '}', '\\']]"
372,"[['START', '\\sqrt', '{', '2', '}', '\\hat', '{', 'a', '}', 'A', '-', '\\frac', '{', '\\hat', '{', 'a', '}', '\\dag', '{', '\\rmin', '}', '+', '\\hat', '{', 'a', '}', '\\dag', 'B', '}', '{', '\\sqrt', '{', '2', '}', '}', '\\hat', '{', 'a', '}', 'B'], ['START', '\\frac', '{', '\\hat', '{', 'a', '}', '{', '\\rmin', '}', '-', '\\hat', '{', 'a', '}', 'B', '}', '{', '\\sqrt', '{', '2', '}', '}', '\\setcounter', '{', 'e', 'q', 'u', 'a', 't', 'i', 'o', 'n', '}', '{', '8', '}']]"
393,"[['START', '\\widetilde', '{', 'g', 'r', '}', '(', '{', '\\bf', 'g', '}', '1', ')', '-', '\\widetilde', '{', 'g', 'r', '}', '(', '{', '\\bf', 'g', '}', '2', ')'], ['START', '\\frac', '{', '1', '}', '{', 'n', '}', '\\widetilde', '{', 'g', 'r', '}', '(', '\\widetilde', '{', '{', '\\bf', 'g', '}', '}', '1', ')', '-', '\\widetilde', '{', 'g', 'r', '}', '(', '\\widetilde', '{', '{', '\\bf', 'g', '}', '}', '2', ')']]"
408,"[['START', '\\frac', '{', '(', '1', '-', '\\gamma', ')', '\\log', '(', 'T', 't', '2', ')', '}', '{', 'K', '(', '\\theta', 'a', '*', '-', 't', '\\theta', 'a', '*', '+', '\\zeta', 't', ')', '}'], ['START', '\\frac', '{', '(', '1', '-', '\\gamma', ')', '\\log', '(', 'T', 't', '2', ')', '}', '{', 'K', '(', '\\overline', '{', '\\theta', '}', 'a', '\\theta', 'a', '*', '+', '\\zeta', 't', ')', '}']]"
417,"[['START', '\\int', '0', '{', '+', '\\infty', '}', '(', '1', '-', '\\cos', '(', 'k', 'b', '\\zeta', ')', ')', '\\frac', '{', 'd', '\\zeta', '}', '{', '\\zeta', '{', '3', '-', '\\alpha', '}', '}'], ['START', '\\frac', '{', '(', 'k', 'b', ')', '2', 'I', '{', '(', '1', ')', '}', '}', '{', '(', '1', '-', '\\alpha', ')', '(', '2', '-', '\\alpha', ')', '}']]"
428,"[['START', '\\frac', '{', '\\delta', '\\Gamma', '{', 'e', 'f', 'f', '}', '}', '{', '\\deltaw', '+', '(', 'k', '1', ')', '\\deltaW', '-', '{', '\\mu', '2', '}', '(', 'k', '2', ')', '}'], ['STARTi', '\\frac', '{', 'e', '4', '}', '{', '(', '1', '6', '\\pi', '2', ')', '2', '{', 's', 'W', '}', '4', '}', '\\frac', '{', '{', 'm', 'H', '}', '2', '}', '{', '{', 'M', 'W', '}', '3', '}', 'k', '1', '{', '\\mu', '2', '}', 'k', '1', '\\cdotk', '1', '\\Biggl', '{', '-', '\\frac', '{', '7', '1', '}', '{', '1', '9', '2', '}', '+', '\\frac', '{', '1', '1', '}', '{', '2', '8', '8', '}', '\\pi', '2', '\\Biggr', '}']]"
464,"[['START', '\\frac', '{', 'd', '}', '{', 'd', 't', '}', '\\frac', '{', '\\delta', '\\mathbb', '{', 'L', '}', '}', '{', '\\delta', '\\dot', '{', '\\chi', '}', '}'], ['START', '\\frac', '{', '\\delta', '\\mathbb', '{', 'L', '}', '}', '{', '\\delta', '\\chi', '}', '\\']]"
